pre 0.0 1.0 0.0 0.0 4.0 0.0 0.0 5.0 0.0 1.0 0.0 0.0 0.0 0.0 6.0 0.0 22.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 5.0 4.0 1.0 0.0 0.0
pre 0.0 0.0 0.0 1.0 0.0 0.0 12.0 0.0 0.0 3.0 0.0 3.0 6.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
pre 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0 7.0 2.0 1.0 0.0 0.0 0.0 4.0 4.0 0.0 9.0 1.0 0.0 0.0 3.0 0.0 18.0 3.0 0.0 3.0
pre 1.0 0.0 0.0 0.0 0.0 0.0 7.0 4.0 2.0 0.0 33.0 0.0 0.0 0.0 1.0 14.0 17.0 1.0 6.0 1.0 0.0 0.0 5.0 5.0 0.0 0.0 0.0 1.0 1.0
pre 0.0 0.0 12.0 6.0 0.0 6.0 0.0 9.0 11.0 0.0 5.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 3.0 0.0 1.0 1.0 0.0 3.0 1.0 0.0 0.0 1.0 0.0
pre 6.0 3.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 3.0 9.0 1.0 0.0 3.0 0.0 0.0 3.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 5.0 0.0 0.0
pre 0.0 5.0 0.0 0.0 1.0 0.0 4.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
pre 0.0 4.0 3.0 0.0 3.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 2.0 0.0 1.0 0.0
pre 0.0 0.0 0.0 0.0 55.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
pre 0.0 2.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
