pre 5.0 254.0 8.0 3.0 187.0 0.0 71.0 173.0 51.0 22.0 3.0 147.0 3.0 0.0 520.0 22.0 4703.0 98.0 34.0 100.0 8.0 19.0 1.0 127.0 3945.0 2558.0 76.0 82.0 19.0
pre 30.0 84.0 47.0 1.0 26.0 0.0 1875.0 41.0 6.0 142.0 56.0 332.0 975.0 0.0 2.0 78.0 46.0 181.0 13.0 0.0 0.0 1.0 0.0 0.0 0.0 353.0 79.0 84.0 245.0
pre 907.0 0.0 0.0 1299.0 5.0 333.0 2357.0 651.0 0.0 7.0 1987.0 236.0 416.0 140.0 1.0 113.0 1011.0 1154.0 49.0 1450.0 116.0 92.0 10.0 1185.0 28.0 16947.0 386.0 1.0 1935.0
pre 265.0 137.0 35.0 134.0 14.0 210.0 924.0 3007.0 778.0 295.0 7971.0 20.0 8.0 0.0 694.0 4347.0 4447.0 105.0 1651.0 160.0 0.0 0.0 729.0 10953.0 265.0 152.0 98.0 4213.0 582.0
pre 0.0 8.0 3226.0 2938.0 2844.0 1602.0 22.0 2555.0 6436.0 144.0 1227.0 635.0 806.0 0.0 445.0 44.0 354.0 271.0 116.0 182.0 171.0 223.0 1.0 2970.0 801.0 17.0 196.0 505.0 21.0
pre 426.0 1051.0 519.0 169.0 30.0 0.0 7.0 4661.0 199.0 1064.0 1140.0 219.0 409.0 355.0 0.0 736.0 1490.0 602.0 55.0 105.0 22.0 120.0 16.0 7.0 253.0 1752.0 471.0 77.0 23.0
pre 5.0 1405.0 696.0 3.0 409.0 0.0 1165.0 19642.0 119.0 1.0 19.0 14.0 41.0 56.0 49.0 48.0 2022.0 57.0 32.0 5.0 4.0 0.0 553.0 140.0 6.0 42.0 2.0 0.0 0.0
pre 2.0 1765.0 1168.0 73.0 1593.0 615.0 25.0 17.0 2377.0 281.0 1382.0 82.0 583.0 33.0 9.0 40.0 0.0 6.0 349.0 3967.0 545.0 93.0 44.0 57.0 6.0 381.0 0.0 19.0 0.0
pre 172.0 58.0 163.0 93.0 27203.0 764.0 39.0 785.0 55.0 123.0 0.0 1140.0 0.0 231.0 4.0 139.0 363.0 14.0 120.0 17.0 1.0 0.0 0.0 1.0 36.0 2.0 0.0 41.0 0.0
pre 2.0 134.0 10.0 81.0 128.0 718.0 37.0 41.0 23.0 675.0 83.0 1780.0 343.0 238.0 660.0 7.0 28.0 42.0 1037.0 15.0 699.0 47.0 384.0 6.0 449.0 92.0 544.0 232.0 324.0
pre 44.0 73.0 251.0 0.0 2337.0 244.0 82.0 7.0 29.0 395.0 234.0 502.0 40.0 85.0 58.0 506.0 41.0 46.0 27.0 43.0 187.0 2834.0 288.0 623.0 1937.0 10477.0 11.0 895.0 519.0
pre 18.0 37.0 0.0 166.0 12.0 0.0 63.0 1912.0 78.0 154.0 429.0 0.0 3.0 1.0 42.0 369.0 104.0 800.0 73.0 155.0 11526.0 809.0 9.0 22.0 84.0 1079.0 117.0 0.0 2787.0
pre 1174.0 156.0 118.0 137.0 53.0 1441.0 12.0 7.0 314.0 82.0 335.0 99.0 14.0 10.0 60.0 58.0 10.0 44.0 66.0 2200.0 0.0 0.0 609.0 0.0 26.0 2122.0 72.0 162.0 155.0
pre 159.0 0.0 110.0 0.0 33.0 15.0 0.0 200.0 1.0 0.0 12.0 105.0 0.0 139.0 108.0 275.0 1.0 139.0 1570.0 83.0 20.0 0.0 40.0 427.0 70.0 57.0 1968.0 10.0 42.0
pre 0.0 12.0 173.0 6.0 178.0 61.0 8.0 67.0 156.0 44.0 175.0 0.0 13.0 12.0 67.0 0.0 7.0 0.0 12.0 15.0 19.0 11.0 101.0 18159.0 40.0 0.0 23.0 0.0 0.0
pre 81.0 23.0 10.0 192.0 2.0 269.0 4.0 51.0 53.0 2054.0 525.0 137.0 1.0 0.0 0.0 0.0 46.0 25.0 13.0 0.0 0.0 5.0 57.0 4.0 58.0 6457.0 0.0 0.0 0.0
pre 150.0 486.0 149.0 225.0 768.0 0.0 59.0 48.0 0.0 7.0 493.0 78.0 0.0 3.0 0.0 73.0 11.0 9.0 3.0 884.0 0.0 84.0 143.0 79.0 34.0 144.0 85.0 6.0 0.0
pre 0.0 109.0 6590.0 36357.0 92.0 29.0 70.0 6.0 9.0 456.0 41647.0 309.0 38.0 139.0 19.0 153.0 56.0 837.0 4.0 130.0 238.0 134.0 34.0 313.0 2244.0 1518.0 73.0 64.0 113.0
post 0.0 6828.0 65.0 191.0 148.0 0.0 304.0 0.0 1.0 308.0 998.0 16.0 0.0 0.0 0.0 4.0 4193.0 3.0 0.0 48.0 0.0 0.0 3.0 0.0 77.0 3.0 2.0 43.0 1.0
post 0.0 182.0 232.0 74.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 84.0 5.0 0.0 595.0 0.0 2.0 0.0 0.0 4.0 8.0 0.0 645.0 526.0 0.0 0.0 0.0 0.0 0.0
post 0.0 0.0 0.0 22.0 0.0 0.0 12.0 0.0 0.0 61.0 187.0 203.0 1.0 0.0 0.0 0.0 17.0 0.0 0.0 605.0 0.0 452.0 433.0 465.0 557.0 171.0 9.0 40.0 177.0
post 18.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 139.0 0.0 0.0 1434.0 167.0 0.0 98.0 0.0 277.0 111.0 1093.0 111.0 0.0 0.0 16.0 0.0 0.0 9.0 236.0
post 21.0 0.0 7.0 0.0 81.0 4.0 21.0 5.0 0.0 67.0 5.0 0.0 379.0 6.0 161.0 206.0 202.0 66.0 0.0 0.0 11.0 0.0 1192.0 13.0 0.0 89.0 173.0 119.0 7.0
post 270.0 0.0 63.0 979.0 69.0 254.0 0.0 72.0 0.0 416.0 6.0 4.0 2.0 12.0 0.0 22.0 19.0 12.0 4.0 19.0 5.0 0.0 691.0 10.0 46.0 41.0 101.0 195.0 3.0
post 34.0 112.0 21.0 15.0 120.0 40.0 75.0 52.0 84.0 105.0 75.0 63.0 189.0 1152.0 1052.0 69.0 1565.0 1537.0 2891.0 27.0 405.0 389.0 127.0 67.0 284.0 2209.0 1410.0 825.0 914.0
post 349.0 38.0 131.0 7.0 7.0 17.0 37.0 93.0 0.0 202.0 0.0 12.0 0.0 961.0 191.0 27.0 11.0 838.0 36.0 609.0 13.0 2346.0 1483.0 5642.0 3594.0 166.0 1288.0 251.0 18.0
post 116.0 79.0 91.0 33.0 0.0 0.0 9.0 2568.0 1147.0 9175.0 1191.0 3852.0 496.0 112.0 468.0 389.0 175.0 0.0 2511.0 268.0 372.0 251.0 3801.0 115036.0 17.0 3455.0 35.0 11.0 39.0
post 8.0 0.0 10.0 624.0 3316.0 0.0 0.0 109.0 33.0 238.0 1590.0 326.0 725.0 436.0 215.0 24.0 257.0 11.0 64.0 18.0 0.0 0.0 0.0 0.0 12.0 49.0 0.0 1.0 547.0
post 80.0 469.0 104.0 44.0 2.0 5.0 21.0 234.0 122.0 132.0 0.0 9.0 1888.0 60.0 10.0 1.0 0.0 495.0 108.0 3690.0 5.0 192.0 10.0 276.0 121.0 11.0 876.0 144.0 0.0
post 47.0 91.0 118.0 221.0 82.0 0.0 242.0 1.0 75.0 657.0 98.0 61.0 19.0 47.0 0.0 0.0 31.0 91.0 88.0 0.0 851.0 11.0 13.0 0.0 0.0 26.0 44.0 1141.0 77.0
post 47.0 257.0 43.0 693.0 178.0 399.0 58.0 2454.0 131.0 114.0 2.0 484.0 681.0 235.0 77.0 32.0 63.0 3631.0 131.0 95.0 79.0 365.0 164.0 70.0 293.0 425.0 5.0 125.0 114.0
post 14.0 36.0 1.0 5.0 92.0 41.0 1.0 11.0 57.0 0.0 2374.0 0.0 1501.0 759.0 0.0 70.0 67.0 244.0 81.0 1262.0 1.0 0.0 123.0 223.0 25.0 663.0 242.0 158.0 45.0
post 39.0 18.0 67.0 98.0 47.0 618.0 702.0 28.0 160.0 9.0 0.0 0.0 12.0 0.0 29.0 155.0 0.0 25.0 240.0 0.0 21.0 149.0 115.0 20.0 126.0 202.0 87.0 16.0 983.0
post 155.0 16.0 3.0 0.0 3.0 0.0 25.0 158.0 64.0 0.0 103.0 84.0 8.0 40.0 163.0 19.0 29.0 149.0 296.0 13.0 71.0 116.0 325.0 753.0 55.0 338.0 121.0 229.0 648.0
post 1790.0 208.0 261.0 2166.0 0.0 22.0 0.0 0.0 0.0 95.0 652.0 8.0 0.0 5520.0 122.0 0.0 57.0 1146.0 618.0 6.0 205.0 2.0 834.0 40.0 375.0 1.0 0.0 992.0 52.0
post 0.0 23.0 2.0 2061.0 541.0 52.0 7.0 190.0 356.0 35.0 24.0 131.0 42.0 109.0 5.0 152.0 0.0 316.0 572.0 12.0 109.0 45.0 1146.0 253.0 165.0 159.0 3.0 503.0 0.0
