non_cf, 96.0 15.0 37.0 283.0 659.0 288.0 38.0 157.0 174.0 19.0 176.0 5.0 39.0 217.0 128.0 4.0 45.0 104.0 127.0 34.0 1227.0 128.0 0.0 0.0 16.0 49.0 34.0 196.0 29.0 0.0 0.0 584.0 15.0 182.0 24.0 1104.0 132.0 1.0 437.0 69.0 165.0 157.0 1.0 4.0 69.0 481.0 35.0 385.0 34.0 8.0 0.0 4.0 111.0 325.0 328.0 170.0 194.0 78.0 0.0 65.0 6.0 27.0 69.0 0.0 74.0 49.0 71.0 82.0 122.0 27.0 8.0 0.0 33.0 0.0 6.0 39.0 0.0 10.0 77.0 76.0 335.0 242.0 263.0 406.0 108.0 50.0 950.0 1097.0 547.0 17.0 462.0 29.0 359.0 134.0 140.0 168.0 111.0 43076.0 21.0 41.0 9.0 359.0 92.0 63.0 95.0 2.0 3.0 281.0 1.0 164.0 3.0 136.0 89.0 14.0 220.0 1311.0 131.0 0.0 20.0 69.0 73.0 115.0 20.0 205.0 97.0 124.0 4.0 222.0 49.0 40.0 147.0 99.0 27186.0 91.0 238.0 0.0 89.0 12.0 149.0 39.0 0.0 0.0 52.0 0.0 59.0 87.0 2.0 5.0 0.0 8.0 47.0 50.0 33.0 121.0 32.0 108.0 46.0 30.0 40.0 16144.0 12036.0 380.0 28.0 4.0 0.0 0.0 482.0 73.0 15.0 31.0 5.0 183.0 56.0 10.0 84.0 31082.0 18.0 0.0 0.0 2.0 26.0 6113.0 14.0
non_cf, 7.0 9.0 0.0 3.0 55.0 207.0 60.0 453.0 235.0 101.0 346.0 29.0 228.0 80.0 149.0 718.0 60.0 32.0 7.0 4.0 87.0 126.0
non_cf, 191.0 5.0 80.0 65.0 0.0 0.0 11751.0 207.0 0.0 23.0 0.0 0.0 785.0 67.0 153.0 1.0 20.0 269.0 191.0 0.0 141.0 510.0
non_cf, 12343.0 32.0 20.0 9.0 281.0 127.0 3017.0 6.0 78.0 32.0 253.0 152.0 95.0 248.0 2159.0 14.0 152.0
non_cf, 309.0 605.0 13307.0 72.0 0.0 71.0 149.0 82.0 78.0 6731.0 125.0 190.0 57.0 30.0 110.0 2.0 21.0 66.0 10.0 92.0 202.0 10.0 110.0 40.0 183.0 4.0 8.0 3.0 99.0 98.0 92.0 2636.0 542.0 67.0 1316.0 46.0 70.0 1.0 0.0 158.0 16.0 173.0 430.0 169.0 56.0 1145.0 0.0 201.0 28.0 85.0 20.0 293.0 0.0 0.0 87.0 25.0 28.0 72.0 79.0 0.0 76.0 77.0 183.0 201.0 45.0 42.0 38.0 0.0 40.0 24.0 917.0 1656.0 56.0 14.0 101.0 19.0 0.0 25.0 5.0 4.0 41.0 28.0 2.0 69.0 129.0 17692.0 49.0 72.0 7.0 15.0 11.0 111.0 124.0 9.0 0.0 1.0 18.0 489.0 612.0 43.0 400.0 36.0 196.0 36.0 19.0 3.0 5344.0 42.0 10.0 0.0 57.0 1.0 69.0 157.0 25.0 42.0 12.0 98.0 195.0 54.0 55.0 21.0 0.0 0.0 17.0 63.0 28.0 73.0 32.0 0.0 22.0 59.0 156.0 9.0 5.0
non_cf, 54.0 29.0 24.0 735.0 39.0 130.0 10.0 63.0 3.0 660.0 260.0 88.0 66.0 103.0 0.0 78.0 19.0 2.0 25.0 64.0 75.0 2.0 1.0 0.0 57.0 11.0 444.0 6.0 99.0
non_cf, 42.0 15.0 227.0 158.0 143.0 1.0 66.0 54.0 18.0 406.0 0.0 24.0 34.0 42.0 93.0 10.0 0.0 82.0 0.0 38.0
non_cf, 25.0 22.0 46.0 16.0 994.0 257.0 0.0 6.0 99.0 13.0 217.0 499.0 99.0 1640.0 23.0 54.0 71.0 84.0 18.0 1792.0 475.0 771.0 25.0 13.0 95.0 208.0 22.0 293.0 2.0 118.0
non_cf, 136.0 902.0 219.0 135.0 87.0 62.0 306.0 219.0 195.0 223.0 80.0 4.0 4.0 88.0 10.0 39.0 28.0 1049.0 953.0 47.0 249.0 15.0 262.0 343.0 133.0 15.0 51.0 32.0 169.0 20.0 23.0 3.0 31.0 407.0 26.0 249.0 2207.0 203.0 173.0 6792.0 118.0 407.0 108.0 1.0 76.0 93.0 148.0 117.0 77.0 253.0 1.0 422.0 73.0 140.0 128.0 35.0 166.0 72.0 22.0 0.0 0.0 100.0 6.0 138.0 57.0 29.0 61.0 4.0 13.0 64.0 55.0 8.0 5.0 0.0 10.0 122.0 0.0 36.0 321.0 0.0 66.0 95.0 30.0 38.0 96.0 20.0 18.0 257.0 28.0 292.0 80.0 403.0 51.0 129.0 12.0 8.0 0.0 15.0 106.0 87479.0 121.0 27.0 40.0 30.0 458.0 195.0 240.0 16.0 0.0 34.0 362.0
non_cf, 93.0 4.0 29.0 176.0 117.0 63.0 3.0 63.0 8.0 3.0 8.0 4.0 17.0 31.0 94.0 108.0 3.0 233.0 229.0 161.0 134.0 265.0 0.0 0.0 12.0 22.0 396.0 36046.0 3109.0 183.0 33.0 33.0 8.0 180.0 226.0 231.0 297.0 34.0 20.0 78.0 59.0 30.0 224.0 30.0 274.0 21.0 202.0 29.0 67.0
